"42M_lib74072_3832_1","42S_lib74073_3832_1","42T1","42T2_lib74075_3782_7","42T3_lib74076_3832_1","42T4_lib74077_3766_1"
"18_72344237",0.619047619047619,0.681626928471248,NA,0.0166401454876108,0,0.0608676883229009
"18_75031780",0,0,NA,0,0,0
"18_75148486",0,0,NA,0,0,0
"19_326410",0,NA,NA,0.400876232201533,0.204106280193237,0
"19_3589993",0,NA,NA,0,0,0
"19_3827509",0,NA,NA,1.93593887746106,2.27432712215321,3.53728222996516
"19_5719942",0,NA,NA,0,0,0.185893210283454
"19_5844811",1.3,NA,NA,1.67402945113789,2.2122487143525,1.58724202626642
"19_6429547",4.33333333333333,NA,NA,0.152056501869547,0,0.655052264808362
"19_6429598",0,NA,NA,0.0787435456110155,0,0.23717409587889
"19_6466368",0,NA,NA,0,0,0.917073170731707
"19_7184651",8.21052631578947,NA,NA,0.801752464403067,0,0.982578397212543
"19_8954069",0,NA,NA,2.4052573932092,0.466528640441684,3.2479674796748
"19_9232943",0,NA,NA,0,0.638941398865784,0
"19_9583893",0,NA,NA,0,0,0
"19_14507447",5.2,NA,NA,0,0,0.764227642276423
"19_14507483",0,NA,NA,0,0,0.34390243902439
"19_14877845",1.11428571428571,NA,NA,0.140733145347347,0.332105133873741,0.0809182209469154
"19_14877848",1.11428571428571,NA,NA,0.187644193796462,0.163285024154589,0.156319290465632
"19_14877857",4.95238095238095,NA,NA,0.2875851231011,0.408212560386473,0.497208345577432
"19_16628259",0,NA,NA,0.146987951807229,0.474053295932679,0
"19_18273702",5.2,NA,NA,0.881927710843374,0,0.254742547425474
"19_22868697",8.29787234042553,NA,0.178233864434242,0.367469879518072,0.524844720496894,0.143292682926829
"19_23115791",6,NA,0.331103678929766,0,0.489855072463768,0
"19_35998892",0,0,0,NA,0,1.71951219512195
"19_37784602",6,0,0.417391304347826,NA,0.233264320220842,0
"19_38200795",0,1.45477545857053,2.04757998359311,NA,1.29961549837326,2.07941009642655
"19_43372932",0,0,0.149068322981366,NA,0.376811594202899,1.28963414634146
"19_44156358",2.4375,1.54277699859748,1.93425238600212,NA,2.07246376811594,2.13456686291001
"19_49303201",1.27868852459016,1.36476426799007,2.67276887871854,NA,2.7991718426501,1.69305816135084
"19_51919263",7.3125,0,0,NA,0.515636918382914,1.47386759581882
"19_51919279",5.03225806451613,0,0,NA,0.515636918382914,1.71951219512195
"19_53983133",8.35714285714286,0.189753320683112,0,NA,0,0.254742547425474
"19_56283049",3.18367346938776,0.047438330170778,0.158503026967529,NA,0.110079791564892,0.335514574657942
"20_21095426",0,2.04488078541375,2.20508613617719,2.26781411359725,1.30628019323671,1.37560975609756
"20_25304173",0,0,0,0,0.312673450508788,0.191056910569106
"20_29612944",0,0.301488833746898,0.225616921269095,0,0,0.245644599303136
"20_38561681",65,1.84440227703985,1.70750988142293,2.05783132530121,2.30520034100597,3.05691056910569
"20_61455634",8.66666666666667,0.475073313782991,0.347826086956522,0,0.272141706924316,1.63763066202091
"20_61455638",10.1739130434783,0.653225806451613,0,0.157487091222031,0.195942028985507,0.955284552845528
"21_11049848",8.53125,0.755538282160902,0.440821256038647,NA,0.928226363008972,0.625277161862528
"21_11049870",30.875,1.99405772495756,1.28940217391304,NA,2.00195848021935,2.94773519163763
"21_11058500",2.6,0,NA,NA,0,0
"21_17236804",10.8333333333333,0.605890603085554,0.273699215965788,0.755938037865749,0.226086956521739,0.825365853658537
"21_37571740",8.21052631578947,0.559907834101382,0.245524296675192,0.209982788296041,0.233264320220842,0
"21_37595431",0,0,0.544423440453686,0,0,0
"21_45978365",1.95,2.6519017814155,1.71867007672634,1.64280652019844,1.899438036084,1.34863701578192
"22_16404642",22.2857142857143,NA,0,NA,0.158212560386473,0.286944045911047
"22_18310700",3.12,NA,0.521739130434783,NA,NA,0.550243902439024
"22_38071731",0,NA,0.173913043478261,NA,NA,0.362002567394095
"22_38964456",5.2,NA,0.417391304347826,NA,NA,0.529080675422139
"22_48940431",0,NA,2.11251109139308,NA,NA,1.56319290465632
"X_15402048",NA,NA,NA,NA,NA,NA
"X_21544904",NA,NA,NA,NA,NA,NA
"X_23740681",NA,NA,NA,NA,NA,NA
"X_24383620",NA,NA,NA,NA,NA,NA
"X_37553738",NA,NA,NA,NA,NA,NA
"X_47085720",NA,NA,NA,NA,NA,NA
"X_47664006",NA,NA,NA,NA,NA,NA
"X_49030776",NA,NA,NA,NA,NA,NA
"X_54868436",NA,NA,NA,NA,NA,NA
"X_71856303",NA,NA,NA,NA,NA,NA
"X_78156547",NA,NA,NA,NA,NA,NA
"Y_5502555",NA,NA,NA,NA,NA,NA
